image_id,filename,filepath,category,source_dataset,title,description,width,height,source_type,degradation_type,degradation_level,human_score,notes
SHO_024,SHO_024.jpg,dataset/originals/shoes/SHO_024.jpg,shoes,bootstrap_existing_dataset,SHO_024,SHO_024,1500,1500,original,,,,Recovered from existing dataset files.
SHO_025,SHO_025.jpg,dataset/originals/shoes/SHO_025.jpg,shoes,bootstrap_existing_dataset,SHO_025,SHO_025,2365,2365,original,,,,Recovered from existing dataset files.
SHO_026,SHO_026.jpg,dataset/originals/shoes/SHO_026.jpg,shoes,bootstrap_existing_dataset,SHO_026,SHO_026,1280,1280,original,,,,Recovered from existing dataset files.
SHO_027,SHO_027.jpg,dataset/originals/shoes/SHO_027.jpg,shoes,bootstrap_existing_dataset,SHO_027,SHO_027,800,800,original,,,,Recovered from existing dataset files.
SHO_028,SHO_028.jpg,dataset/originals/shoes/SHO_028.jpg,shoes,bootstrap_existing_dataset,SHO_028,SHO_028,2000,2000,original,,,,Recovered from existing dataset files.
SHO_029,SHO_029.jpg,dataset/originals/shoes/SHO_029.jpg,shoes,bootstrap_existing_dataset,SHO_029,SHO_029,1000,1000,original,,,,Recovered from existing dataset files.
SHO_030,SHO_030.jpg,dataset/originals/shoes/SHO_030.jpg,shoes,bootstrap_existing_dataset,SHO_030,SHO_030,2362,1890,original,,,,Recovered from existing dataset files.
SHO_031,SHO_031.jpg,dataset/originals/shoes/SHO_031.jpg,shoes,bootstrap_existing_dataset,SHO_031,SHO_031,1000,1000,original,,,,Recovered from existing dataset files.
SHO_032,SHO_032.jpg,dataset/originals/shoes/SHO_032.jpg,shoes,bootstrap_existing_dataset,SHO_032,SHO_032,1000,1000,original,,,,Recovered from existing dataset files.
SHO_033,SHO_033.jpg,dataset/originals/shoes/SHO_033.jpg,shoes,bootstrap_existing_dataset,SHO_033,SHO_033,2048,1214,original,,,,Recovered from existing dataset files.
SHO_034,SHO_034.jpg,dataset/originals/shoes/SHO_034.jpg,shoes,bootstrap_existing_dataset,SHO_034,SHO_034,1488,1500,original,,,,Recovered from existing dataset files.
SHO_035,SHO_035.jpg,dataset/originals/shoes/SHO_035.jpg,shoes,bootstrap_existing_dataset,SHO_035,SHO_035,1000,1000,original,,,,Recovered from existing dataset files.
SHO_036,SHO_036.jpg,dataset/originals/shoes/SHO_036.jpg,shoes,bootstrap_existing_dataset,SHO_036,SHO_036,800,800,original,,,,Recovered from existing dataset files.
SHO_037,SHO_037.jpg,dataset/originals/shoes/SHO_037.jpg,shoes,bootstrap_existing_dataset,SHO_037,SHO_037,912,912,original,,,,Recovered from existing dataset files.
SHO_038,SHO_038.jpg,dataset/originals/shoes/SHO_038.jpg,shoes,bootstrap_existing_dataset,SHO_038,SHO_038,800,800,original,,,,Recovered from existing dataset files.
SHO_039,SHO_039.jpg,dataset/originals/shoes/SHO_039.jpg,shoes,bootstrap_existing_dataset,SHO_039,SHO_039,2048,2048,original,,,,Recovered from existing dataset files.
SHO_040,SHO_040.jpg,dataset/originals/shoes/SHO_040.jpg,shoes,bootstrap_existing_dataset,SHO_040,SHO_040,910,1080,original,,,,Recovered from existing dataset files.
SHO_041,SHO_041.jpg,dataset/originals/shoes/SHO_041.jpg,shoes,bootstrap_existing_dataset,SHO_041,SHO_041,800,800,original,,,,Recovered from existing dataset files.
SHO_042,SHO_042.jpg,dataset/originals/shoes/SHO_042.jpg,shoes,bootstrap_existing_dataset,SHO_042,SHO_042,1000,1000,original,,,,Recovered from existing dataset files.
SHO_043,SHO_043.jpg,dataset/originals/shoes/SHO_043.jpg,shoes,bootstrap_existing_dataset,SHO_043,SHO_043,2000,2000,original,,,,Recovered from existing dataset files.
SHO_044,SHO_044.jpg,dataset/originals/shoes/SHO_044.jpg,shoes,bootstrap_existing_dataset,SHO_044,SHO_044,1500,1500,original,,,,Recovered from existing dataset files.
SHO_045,SHO_045.jpg,dataset/originals/shoes/SHO_045.jpg,shoes,bootstrap_existing_dataset,SHO_045,SHO_045,1400,1400,original,,,,Recovered from existing dataset files.
SHO_046,SHO_046.jpg,dataset/originals/shoes/SHO_046.jpg,shoes,bootstrap_existing_dataset,SHO_046,SHO_046,1500,1500,original,,,,Recovered from existing dataset files.
SHO_047,SHO_047.jpg,dataset/originals/shoes/SHO_047.jpg,shoes,bootstrap_existing_dataset,SHO_047,SHO_047,1200,1200,original,,,,Recovered from existing dataset files.
SHO_048,SHO_048.jpg,dataset/originals/shoes/SHO_048.jpg,shoes,bootstrap_existing_dataset,SHO_048,SHO_048,1000,1000,original,,,,Recovered from existing dataset files.
SHO_049,SHO_049.jpg,dataset/originals/shoes/SHO_049.jpg,shoes,bootstrap_existing_dataset,SHO_049,SHO_049,1200,1200,original,,,,Recovered from existing dataset files.
SHO_050,SHO_050.jpg,dataset/originals/shoes/SHO_050.jpg,shoes,bootstrap_existing_dataset,SHO_050,SHO_050,1430,1189,original,,,,Recovered from existing dataset files.
SHO_051,SHO_051.jpg,dataset/originals/shoes/SHO_051.jpg,shoes,bootstrap_existing_dataset,SHO_051,SHO_051,1500,1500,original,,,,Recovered from existing dataset files.
SHO_052,SHO_052.jpg,dataset/originals/shoes/SHO_052.jpg,shoes,bootstrap_existing_dataset,SHO_052,SHO_052,2400,2400,original,,,,Recovered from existing dataset files.
SHO_053,SHO_053.jpg,dataset/originals/shoes/SHO_053.jpg,shoes,bootstrap_existing_dataset,SHO_053,SHO_053,2048,2048,original,,,,Recovered from existing dataset files.
SHO_054,SHO_054.jpg,dataset/originals/shoes/SHO_054.jpg,shoes,bootstrap_existing_dataset,SHO_054,SHO_054,800,800,original,,,,Recovered from existing dataset files.
SHO_055,SHO_055.jpg,dataset/originals/shoes/SHO_055.jpg,shoes,bootstrap_existing_dataset,SHO_055,SHO_055,875,875,original,,,,Recovered from existing dataset files.
SHO_056,SHO_056.jpg,dataset/originals/shoes/SHO_056.jpg,shoes,bootstrap_existing_dataset,SHO_056,SHO_056,1500,1500,original,,,,Recovered from existing dataset files.
SHO_057,SHO_057.jpg,dataset/originals/shoes/SHO_057.jpg,shoes,bootstrap_existing_dataset,SHO_057,SHO_057,800,800,original,,,,Recovered from existing dataset files.
SHO_058,SHO_058.jpg,dataset/originals/shoes/SHO_058.jpg,shoes,bootstrap_existing_dataset,SHO_058,SHO_058,2025,2025,original,,,,Recovered from existing dataset files.
SHO_059,SHO_059.jpg,dataset/originals/shoes/SHO_059.jpg,shoes,bootstrap_existing_dataset,SHO_059,SHO_059,800,800,original,,,,Recovered from existing dataset files.
SHO_060,SHO_060.jpg,dataset/originals/shoes/SHO_060.jpg,shoes,bootstrap_existing_dataset,SHO_060,SHO_060,1000,1000,original,,,,Recovered from existing dataset files.
